,account_age_days,age,avg_basket_value,city_Białystok,city_Bydgoszcz,city_Gdańsk,city_Gdynia,city_Katowice,city_Kraków,city_Lublin,city_Poznań,city_Szczecin,city_Warszawa,city_Wrocław,city_Łódź,customer_service_contacts,days_since_last_purchase,district_type_rural,district_type_suburban,district_type_urban,gender_K,gender_M,loyalty_member,monthly_income_bracket,newsletter_subscriber_Nie,newsletter_subscriber_Nie dotyczy,newsletter_subscriber_Tak,online_ratio,product_categories_bought,purchase_count,referral_source_friend,referral_source_online_ad,referral_source_social_media,referral_source_walk_in,satisfaction_score,store_distance_km,total_spend,cluster,__target__,__split__
1357,1.247943215634616,0.31645634937377803,0.798361485685121,-0.23772602739684137,-0.2250769437478219,-0.28492774090995227,-0.30208919025831343,-0.2971119067038883,2.753524387348719,-0.22996102490913695,-0.29258372213811945,-0.2554907990938535,-0.47100657361686976,-0.2966110956732785,-0.3128530539421093,-1.357596380242129,-0.7173503666892135,-0.5104169694942605,-0.6587271802646717,1.0187595564100824,-0.916575641030313,0.9165756410303131,-0.7286629088651781,1.525534405646177,1.109983234228814,-0.4245015208422601,-0.8153009990571243,0.21180632615766937,2.0369694112779944,0.3213847436335401,-0.5434892929773337,1.7431407154193077,-0.6345128458925611,-0.557819263962748,1.1622099640454586,-0.5475145740041288,0.41041221611788226,1,0,train
561,1.5634652744488193,1.0920265229946118,2.1948131918556313,-0.23772602739684137,-0.2250769437478219,-0.28492774090995227,-0.30208919025831343,-0.2971119067038883,-0.3631709254490635,-0.22996102490913695,-0.29258372213811945,-0.2554907990938535,-0.47100657361686976,-0.2966110956732785,3.1963888074592406,-1.357596380242129,-0.7544068823839445,-0.5104169694942605,-0.6587271802646717,1.0187595564100824,1.0910174296972484,-1.0910174296972481,1.3723767023593978,1.525534405646177,-0.9009145085824405,-0.4245015208422601,1.2265408740532335,0.22695600266937754,3.4493344114014444,2.4748170378742365,1.839962650454101,-0.5736771513362608,-0.6345128458925611,-0.557819263962748,0.9327016659557951,-0.7110299650458529,2.9306596447124766,1,0,train
2562,-0.5846343986903023,-0.8899861429252967,0.25613524816386307,-0.23772602739684137,-0.2250769437478219,3.5096617718105487,-0.30208919025831343,-0.2971119067038883,-0.3631709254490635,-0.22996102490913695,-0.29258372213811945,-0.2554907990938535,-0.47100657361686976,-0.2966110956732785,-0.3128530539421093,0.2263323587335985,-0.692646022892726,-0.5104169694942605,1.5180791531908662,-0.9815858842333832,-0.916575641030313,0.9165756410303131,1.3723767023593978,0.7656297267266028,1.109983234228814,-0.4245015208422601,-0.8153009990571243,0.022435369761312045,0.6246044111545443,0.6290179285250681,-0.5434892929773337,-0.5736771513362608,-0.6345128458925611,1.792695348841128,0.014668473597141749,0.6101743945712779,0.27942764589899444,1,0,train
528,-1.4419620130440467,0.05793295816683347,1.0451808653974535,-0.23772602739684137,-0.2250769437478219,-0.28492774090995227,-0.30208919025831343,-0.2971119067038883,-0.3631709254490635,-0.22996102490913695,-0.29258372213811945,-0.2554907990938535,2.1231126188345484,-0.2966110956732785,-0.3128530539421093,-1.357596380242129,-0.6864699369436043,-0.5104169694942605,1.5180791531908662,-0.9815858842333832,-0.916575641030313,0.9165756410303131,1.3723767023593978,0.005725047807028428,1.109983234228814,-0.4245015208422601,-0.8153009990571243,0.5602488859269664,0.6246044111545443,1.2442842983081241,-0.5434892929773337,-0.5736771513362608,1.576012221775137,-0.557819263962748,1.047455815000627,-0.27934933269570134,1.1874082676221773,1,0,train
1022,-1.2794203463821845,1.4367243779372045,-0.6878768745968771,-0.23772602739684137,-0.2250769437478219,-0.28492774090995227,-0.30208919025831343,-0.2971119067038883,-0.3631709254490635,-0.22996102490913695,-0.29258372213811945,-0.2554907990938535,-0.47100657361686976,-0.2966110956732785,3.1963888074592406,-0.5656320107542653,-0.3776656394875118,1.959182511096439,-0.6587271802646717,-0.9815858842333832,-0.916575641030313,0.9165756410303131,-0.7286629088651781,-1.5140843100321202,1.109983234228814,-0.4245015208422601,-0.8153009990571243,-0.33358202826383954,-0.7877605889689057,-0.9091479959325721,1.839962650454101,-0.5736771513362608,-0.6345128458925611,-0.557819263962748,-0.21483982449252184,2.068731682663457,-0.6577322143351954,0,0,train
3882,-0.269112339876099,1.0058520592589637,1.0007884401777571,-0.23772602739684137,-0.2250769437478219,-0.28492774090995227,-0.30208919025831343,-0.2971119067038883,-0.3631709254490635,-0.22996102490913695,-0.29258372213811945,-0.2554907990938535,2.1231126188345484,-0.2966110956732785,-0.3128530539421093,-1.357596380242129,-0.7605829683330664,-0.5104169694942605,1.5180791531908662,-0.9815858842333832,-0.916575641030313,0.9165756410303131,1.3723767023593978,-0.7541796311125459,1.109983234228814,-0.4245015208422601,-0.8153009990571243,0.43905147383329773,0.6246044111545443,0.013751558742012025,-0.5434892929773337,-0.5736771513362608,1.576012221775137,-0.557819263962748,0.8179475169109638,0.767149169971333,0.3981760990534243,1,0,train
1764,-0.27229943137927276,-0.02824150556881472,0.07881599820310045,-0.23772602739684137,-0.2250769437478219,-0.28492774090995227,-0.30208919025831343,-0.2971119067038883,-0.3631709254490635,-0.22996102490913695,-0.29258372213811945,3.914035274642723,-0.47100657361686976,-0.2966110956732785,-0.3128530539421093,0.2263323587335985,-0.6741177650453605,-0.5104169694942605,-0.6587271802646717,1.0187595564100824,1.0910174296972484,-1.0910174296972481,-0.7286629088651781,0.005725047807028428,1.109983234228814,-0.4245015208422601,-0.8153009990571243,0.014860531505457754,-0.7877605889689057,-0.293881626149516,-0.5434892929773337,1.7431407154193077,-0.6345128458925611,-0.557819263962748,-0.10008567544769005,-0.8549235091625701,-0.28577415170098636,0,0,train
3537,1.2543173986409635,0.6611542043163708,-0.23637648212969556,-0.23772602739684137,-0.2250769437478219,-0.28492774090995227,3.3102806464041614,-0.2971119067038883,-0.3631709254490635,-0.22996102490913695,-0.29258372213811945,-0.2554907990938535,-0.47100657361686976,-0.2966110956732785,-0.3128530539421093,-0.5656320107542653,-0.3467852097419025,-0.5104169694942605,1.5180791531908662,-0.9815858842333832,1.0910174296972484,-1.0910174296972481,-0.7286629088651781,-1.5140843100321202,-0.9009145085824405,-0.4245015208422601,1.2265408740532335,-0.0002891450062508326,-0.0815780889071807,-0.9091479959325721,-0.5434892929773337,-0.5736771513362608,1.576012221775137,-0.557819263962748,0.47368506977646846,0.4859026973795674,-0.5642780194342508,0,0,train
1116,-1.7192389738201648,-1.3208584616035377,-0.30919508654507927,-0.23772602739684137,-0.2250769437478219,-0.28492774090995227,-0.30208919025831343,-0.2971119067038883,-0.3631709254490635,-0.22996102490913695,-0.29258372213811945,-0.2554907990938535,2.1231126188345484,-0.2966110956732785,-0.3128530539421093,0.2263323587335985,2.5497991003962444,-0.5104169694942605,-0.6587271802646717,1.0187595564100824,1.0910174296972484,-1.0910174296972481,-0.7286629088651781,0.005725047807028428,1.109983234228814,-0.4245015208422601,-0.8153009990571243,-0.20480977791431654,-0.7877605889689057,-0.293881626149516,-0.5434892929773337,-0.5736771513362608,1.576012221775137,-0.557819263962748,0.5884392188213002,-0.8091391996708874,-0.42583240222484003,2,0,train
3534,1.4104848822964782,-0.8038116791896485,0.06460290860525697,-0.23772602739684137,-0.2250769437478219,3.5096617718105487,-0.30208919025831343,-0.2971119067038883,-0.3631709254490635,-0.22996102490913695,-0.29258372213811945,-0.2554907990938535,-0.47100657361686976,-0.2966110956732785,-0.3128530539421093,-0.5656320107542653,-0.7420547104857008,-0.5104169694942605,-0.6587271802646717,1.0187595564100824,-0.916575641030313,0.9165756410303131,1.3723767023593978,0.7656297267266028,-0.9009145085824405,2.3557041633582,-0.8153009990571243,0.24968051743694042,-0.0815780889071807,0.013751558742012025,-0.5434892929773337,-0.5736771513362608,-0.6345128458925611,1.792695348841128,0.014668473597141749,-0.4297834924540874,-0.17235052997768754,0,0,train
